theta,phi,Pol.,S_11,S_12,S_21,S_22,S_31,S_41,Qsca,Qbk,Qpol,shape,size,wavelength
260.0,90.0,0.95805,0.22018,-0.21094,-0.2109,0.2202,-7.688e-09,-1.698e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
265.0,90.0,0.90583,0.25477,-0.23078,-0.2308,0.2548,-5.645e-09,-3.88e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
270.0,90.0,0.83835,0.29661,-0.24866,-0.2487,0.2966,-4.388e-09,-8.589e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
275.0,90.0,0.76146,0.34638,-0.26375,-0.2638,0.3464,2.487e-10,-5.777e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
280.0,90.0,0.6802,0.40463,-0.27523,-0.2752,0.4046,-3.585e-09,-2.548e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
285.0,90.0,0.59849,0.47172,-0.28232,-0.2823,0.4717,1.635e-09,2.011e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
290.0,90.0,0.51915,0.54769,-0.28433,-0.2843,0.5477,-3.045e-09,2.73e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
295.0,90.0,0.44409,0.63227,-0.28078,-0.2808,0.6323,-1.648e-09,-8.855e-10,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
300.0,90.0,0.37448,0.72476,-0.27141,-0.2714,0.7248,-4.836e-10,-2.746e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
305.0,90.0,0.31097,0.82401,-0.25624,-0.2562,0.824,-1.418e-08,4.209e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
310.0,90.0,0.25381,0.9284,-0.23564,-0.2356,0.9284,1.339e-09,-1.213e-08,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
315.0,90.0,0.20303,1.0358,-0.2103,-0.2103,1.036,4.034e-09,-1.301e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
320.0,90.0,0.15848,1.1438,-0.18127,-0.1813,1.144,-7.293e-10,7.605e-10,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
325.0,90.0,0.11997,1.2495,-0.1499,-0.1499,1.249,2.318e-09,2.907e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
330.0,90.0,0.08725,1.3498,-0.11776,-0.1178,1.35,6.765e-09,6.519e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
335.0,90.0,0.06005,1.4415,-0.086556,-0.08656,1.441,5.713e-10,-6.081e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
340.0,90.0,0.03814,1.5215,-0.058035,-0.05803,1.522,-2.004e-09,3.147e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
345.0,90.0,0.02133,1.5872,-0.033847,-0.03385,1.587,3.76e-09,-5.299e-10,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
350.0,90.0,0.00944,1.6359,-0.015446,-0.01545,1.636,3.709e-09,-2.342e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
355.0,90.0,0.00235,1.6659,-0.0039154,-0.003915,1.666,6.809e-09,-7.475e-11,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
360.0,90.0,0.0,1.676,-3.9339e-06,-3.934e-06,1.676,8.326e-09,2.232e-09,1.0512,0.019006,-4.6492e-06,SPHERE,0.3,0.6932
0.0,0.0,1e-05,133.79,-0.00091553,-0.0009155,133.8,7.789e-06,-2.322e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
5.0,0.0,0.00106,130.18,0.13741,0.1374,130.2,6.663e-06,-2.58e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
10.0,0.0,0.00455,119.85,0.54593,0.5459,119.9,8.058e-06,-4.505e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
15.0,0.0,0.01163,104.24,1.212,1.212,104.2,-2e-06,-4.94e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
20.0,0.0,0.02447,85.387,2.089,2.089,85.39,5.012e-06,-4.292e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
25.0,0.0,0.04703,65.606,3.0853,3.085,65.61,7.055e-06,-4.8e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
30.0,0.0,0.08632,47.012,4.0583,4.058,47.01,1.929e-05,-4.516e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
35.0,0.0,0.15489,31.219,4.8355,4.836,31.22,-3.124e-06,-4.588e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
40.0,0.0,0.27434,19.142,5.2514,5.251,19.14,2.618e-06,-3.146e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
45.0,0.0,0.47373,10.964,5.1938,5.194,10.96,-7.527e-06,-3.52e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
50.0,0.0,0.74163,6.2589,4.6417,4.642,6.259,-7.017e-06,-2.37e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
55.0,0.0,0.87564,4.2007,3.6783,3.678,4.201,-6e-06,-1.64e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
60.0,0.0,0.64992,3.8084,2.4752,2.475,3.808,-8.24e-06,-8.696e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
65.0,0.0,0.30028,4.1682,1.2516,1.252,4.168,-6.332e-06,-2.987e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
70.0,0.0,0.04789,4.5873,0.21969,0.2197,4.587,-7.204e-06,6.976e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
75.0,0.0,0.09998,4.6653,-0.46642,-0.4664,4.665,3.9e-07,1.004e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
80.0,0.0,0.17317,4.2863,-0.74224,-0.7422,4.286,1.65e-06,8.286e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
85.0,0.0,0.1797,3.5511,-0.63815,-0.6382,3.551,3.59e-06,5.012e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
90.0,0.0,0.09681,2.6801,-0.25945,-0.2594,2.68,7.611e-06,9.435e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
95.0,0.0,0.13181,1.9119,0.25201,0.252,1.912,3.418e-06,5.464e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
100.0,0.0,0.53302,1.4251,0.7596,0.7596,1.425,5.442e-06,3.848e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
105.0,0.0,0.90177,1.293,1.166,1.166,1.293,6.406e-07,1.708e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
110.0,0.0,0.96768,1.4778,1.4301,1.43,1.478,-1.696e-06,-3.625e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
115.0,0.0,0.8421,1.8572,1.564,1.564,1.857,-3.853e-06,-5.465e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
120.0,0.0,0.71075,2.2715,1.6144,1.614,2.271,-8.444e-06,-5.802e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
125.0,0.0,0.63547,2.575,1.6364,1.636,2.575,-1.431e-05,-1.233e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
130.0,0.0,0.62294,2.6775,1.6679,1.668,2.677,-1.904e-05,-3.657e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
135.0,0.0,0.66935,2.5635,1.7159,1.716,2.564,-1.634e-05,-3.768e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
140.0,0.0,0.76703,2.2885,1.7554,1.755,2.289,-1.894e-05,1.514e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
145.0,0.0,0.89208,1.9527,1.742,1.742,1.953,-1.786e-05,4.124e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
150.0,0.0,0.98099,1.6646,1.633,1.633,1.665,-1.306e-05,8.139e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
155.0,0.0,0.93535,1.5047,1.4074,1.407,1.505,-1.159e-05,8.891e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
160.0,0.0,0.71904,1.5016,1.0797,1.08,1.502,-6.538e-06,1.056e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
165.0,0.0,0.43054,1.6271,0.70052,0.7005,1.627,-7.812e-06,1.459e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
170.0,0.0,0.19056,1.8103,0.34497,0.345,1.81,-6.56e-06,1.105e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
175.0,0.0,0.04666,1.9661,0.091742,0.09174,1.966,-4.916e-06,1.333e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
180.0,0.0,1e-05,2.0266,-9.8943e-06,-9.894e-06,2.027,-4.71e-06,1.294e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
185.0,0.0,0.04665,1.9661,0.091729,0.09173,1.966,-5.997e-06,1.247e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
190.0,0.0,0.19056,1.8103,0.34497,0.345,1.81,-5.7e-06,8.391e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
195.0,0.0,0.43054,1.6271,0.70051,0.7005,1.627,-6.795e-06,1.013e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
200.0,0.0,0.71904,1.5016,1.0797,1.08,1.502,-8.783e-06,7.122e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
205.0,0.0,0.93534,1.5047,1.4074,1.407,1.505,-8.915e-06,6.155e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
210.0,0.0,0.98099,1.6646,1.633,1.633,1.665,-9.574e-06,-4.046e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
215.0,0.0,0.89208,1.9527,1.742,1.742,1.953,-6.563e-06,-7.226e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
220.0,0.0,0.76702,2.2885,1.7554,1.755,2.289,-6.27e-06,-4.717e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
225.0,0.0,0.66935,2.5635,1.7159,1.716,2.564,-4.763e-06,-6.702e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
230.0,0.0,0.62293,2.6775,1.6679,1.668,2.677,-1.348e-06,-1.038e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
235.0,0.0,0.63547,2.575,1.6363,1.636,2.575,-8.251e-07,-6.772e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
240.0,0.0,0.71075,2.2714,1.6144,1.614,2.271,2.482e-06,-6.407e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
245.0,0.0,0.8421,1.8572,1.564,1.564,1.857,5.468e-06,-4.512e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
250.0,0.0,0.96768,1.4778,1.4301,1.43,1.478,4.987e-06,-1.447e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
255.0,0.0,0.90177,1.2931,1.166,1.166,1.293,5.718e-06,1.358e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
260.0,0.0,0.53302,1.4251,0.75961,0.7596,1.425,3.836e-06,4.589e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
265.0,0.0,0.13183,1.9119,0.25204,0.252,1.912,3.585e-06,7.296e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
270.0,0.0,0.09679,2.6801,-0.25941,-0.2594,2.68,1.62e-06,1.022e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
275.0,0.0,0.1797,3.5512,-0.63814,-0.6381,3.551,1.117e-06,4.532e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
280.0,0.0,0.17315,4.2863,-0.74216,-0.7422,4.286,-1.635e-06,1.246e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
285.0,0.0,0.09998,4.6653,-0.46643,-0.4664,4.665,-5.119e-06,8.263e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
290.0,0.0,0.04789,4.5872,0.21971,0.2197,4.587,-2.93e-06,5.808e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
295.0,0.0,0.3003,4.1682,1.2517,1.252,4.168,-5.124e-06,-3.385e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
300.0,0.0,0.64993,3.8084,2.4752,2.475,3.808,-1.688e-06,-4.303e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
305.0,0.0,0.87564,4.2007,3.6783,3.678,4.201,3.676e-06,-7.122e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
310.0,0.0,0.74163,6.259,4.6418,4.642,6.259,2.952e-06,-8.79e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
315.0,0.0,0.47373,10.964,5.1938,5.194,10.96,2.747e-06,-9.408e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
320.0,0.0,0.27434,19.142,5.2513,5.251,19.14,7.666e-06,-5.706e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
325.0,0.0,0.15489,31.219,4.8357,4.836,31.22,1.737e-06,-2.181e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
330.0,0.0,0.08633,47.012,4.0585,4.059,47.01,4.645e-06,-9.473e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
335.0,0.0,0.04703,65.606,3.0854,3.085,65.61,1.75e-06,-1.643e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
340.0,0.0,0.02446,85.387,2.0888,2.089,85.39,1.133e-05,-7.667e-08,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
345.0,0.0,0.01162,104.24,1.2109,1.211,104.2,1.302e-05,8.876e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
350.0,0.0,0.00455,119.85,0.54549,0.5455,119.9,1.364e-05,-6.854e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
355.0,0.0,0.00106,130.18,0.13766,0.1377,130.2,2.26e-06,-2.309e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
360.0,0.0,1e-05,133.79,-0.00093079,-0.0009308,133.8,8.228e-06,-2.31e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
0.0,90.0,1e-05,133.79,0.00091553,0.0009155,133.8,-7.173e-06,-2.336e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
5.0,90.0,0.00105,130.18,0.13686,0.1369,130.2,-1.373e-05,-1.904e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
10.0,90.0,0.00455,119.85,0.54538,0.5454,119.9,-1.934e-05,-1.571e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
15.0,90.0,0.01162,104.23,1.2108,1.211,104.2,-2.419e-05,-1.234e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
20.0,90.0,0.02446,85.388,2.089,2.089,85.39,-2.942e-05,-1.285e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
25.0,90.0,0.04702,65.607,3.0848,3.085,65.61,-3.081e-05,-1.153e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
30.0,90.0,0.08633,47.012,4.0585,4.058,47.01,-3.097e-05,-1.098e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
35.0,90.0,0.15489,31.219,4.8355,4.836,31.22,-2.911e-05,-1.162e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
40.0,90.0,0.27435,19.142,5.2514,5.251,19.14,-2.387e-05,-1.226e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
45.0,90.0,0.47373,10.964,5.1938,5.194,10.96,-1.726e-05,-1.325e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
50.0,90.0,0.74162,6.2589,4.6418,4.642,6.259,-1.047e-05,-1.378e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
55.0,90.0,0.87565,4.2006,3.6783,3.678,4.201,-2.714e-06,-1.392e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
60.0,90.0,0.64992,3.8084,2.4751,2.475,3.808,5.441e-06,-1.296e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
65.0,90.0,0.30029,4.1681,1.2516,1.252,4.168,1.271e-05,-1.093e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
70.0,90.0,0.04788,4.5872,0.21964,0.2196,4.587,1.85e-05,-8.317e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
75.0,90.0,0.09998,4.6653,-0.46642,-0.4664,4.665,2.15e-05,-5.56e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
80.0,90.0,0.17317,4.2862,-0.74224,-0.7422,4.286,2.337e-05,-3.058e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
85.0,90.0,0.1797,3.5511,-0.63814,-0.6381,3.551,2.314e-05,-6.803e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
90.0,90.0,0.0968,2.6801,-0.25944,-0.2594,2.68,1.996e-05,1.636e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
95.0,90.0,0.13183,1.9119,0.25204,0.252,1.912,1.589e-05,2.578e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
100.0,90.0,0.53303,1.4251,0.75964,0.7596,1.425,1.04e-05,2.9e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
105.0,90.0,0.90177,1.2931,1.1661,1.166,1.293,4.537e-06,2.524e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
110.0,90.0,0.96769,1.4779,1.4301,1.43,1.478,-1.352e-06,1.625e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
115.0,90.0,0.8421,1.8572,1.564,1.564,1.857,-6.629e-06,4.25e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
120.0,90.0,0.71075,2.2715,1.6145,1.614,2.271,-1.05e-05,-1.071e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
125.0,90.0,0.63548,2.575,1.6364,1.636,2.575,-1.312e-05,-1.859e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
130.0,90.0,0.62294,2.6775,1.6679,1.668,2.677,-1.398e-05,-2.608e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
135.0,90.0,0.66935,2.5635,1.7159,1.716,2.564,-1.317e-05,-2.483e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
140.0,90.0,0.76702,2.2886,1.7554,1.755,2.289,-1.163e-05,-1.506e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
145.0,90.0,0.89208,1.9527,1.742,1.742,1.953,-8.83e-06,-1.315e-08,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
150.0,90.0,0.98099,1.6646,1.633,1.633,1.665,-5.561e-06,1.682e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
155.0,90.0,0.93535,1.5047,1.4074,1.407,1.505,-1.926e-06,4.218e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
160.0,90.0,0.71904,1.5016,1.0797,1.08,1.502,9.81e-07,6.472e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
165.0,90.0,0.43055,1.6271,0.70053,0.7005,1.627,3.137e-06,8.798e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
170.0,90.0,0.19056,1.8103,0.34497,0.345,1.81,4.652e-06,1.079e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
175.0,90.0,0.04666,1.9661,0.091737,0.09174,1.966,5.071e-06,1.207e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
180.0,90.0,1e-05,2.0266,1.0848e-05,1.085e-05,2.027,4.767e-06,1.298e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
185.0,90.0,0.04665,1.9661,0.091726,0.09173,1.966,3.135e-06,1.304e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
190.0,90.0,0.19055,1.8103,0.34495,0.345,1.81,1.485e-06,1.214e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
195.0,90.0,0.43055,1.6271,0.70053,0.7005,1.627,-6.3e-07,1.085e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
200.0,90.0,0.71904,1.5016,1.0797,1.08,1.502,-2.769e-06,9.034e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
205.0,90.0,0.93535,1.5047,1.4074,1.407,1.505,-5.091e-06,7.194e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
210.0,90.0,0.98099,1.6646,1.633,1.633,1.665,-6.812e-06,4.451e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
215.0,90.0,0.89208,1.9527,1.742,1.742,1.953,-8.197e-06,2.047e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
220.0,90.0,0.76703,2.2885,1.7554,1.755,2.289,-8.494e-06,-1.98e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
225.0,90.0,0.66935,2.5635,1.7159,1.716,2.564,-9.039e-06,-2.442e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
230.0,90.0,0.62294,2.6775,1.6679,1.668,2.677,-8.513e-06,-3.493e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
235.0,90.0,0.63548,2.5751,1.6364,1.636,2.575,-7.79e-06,-4.676e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
240.0,90.0,0.71075,2.2715,1.6145,1.614,2.271,-6.783e-06,-5.027e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
245.0,90.0,0.8421,1.8572,1.564,1.564,1.857,-6.272e-06,-4.416e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
250.0,90.0,0.96768,1.4779,1.4301,1.43,1.478,-5.605e-06,-3.263e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
255.0,90.0,0.90177,1.2931,1.1661,1.166,1.293,-5.099e-06,-1.68e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
260.0,90.0,0.53303,1.4251,0.75963,0.7596,1.425,-4.72e-06,4.431e-07,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
265.0,90.0,0.13183,1.9119,0.25204,0.252,1.912,-4.489e-06,2.87e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
270.0,90.0,0.0968,2.68,-0.25942,-0.2594,2.68,-4.692e-06,5.724e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
275.0,90.0,0.17971,3.5511,-0.63817,-0.6382,3.551,-4.584e-06,7.484e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
280.0,90.0,0.17316,4.2862,-0.74222,-0.7422,4.286,-4.335e-06,9.032e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
285.0,90.0,0.09998,4.6652,-0.46644,-0.4664,4.665,-4.312e-06,1.024e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
290.0,90.0,0.04789,4.5872,0.21966,0.2197,4.587,-4.103e-06,9.811e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
295.0,90.0,0.30029,4.1681,1.2517,1.252,4.168,-3.31e-06,7.655e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
300.0,90.0,0.64993,3.8084,2.4752,2.475,3.808,-2.274e-06,5.469e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
305.0,90.0,0.87565,4.2007,3.6783,3.678,4.201,-6.338e-07,1.039e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
310.0,90.0,0.74163,6.2589,4.6418,4.642,6.259,2.009e-06,-4.101e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
315.0,90.0,0.47372,10.964,5.1938,5.194,10.96,4.497e-06,-9.901e-06,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
320.0,90.0,0.27434,19.142,5.2513,5.251,19.14,6.668e-06,-1.557e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
325.0,90.0,0.15489,31.219,4.8354,4.835,31.22,8.394e-06,-2.123e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
330.0,90.0,0.08633,47.012,4.0586,4.059,47.01,1.088e-05,-2.654e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
335.0,90.0,0.04703,65.607,3.0854,3.085,65.61,9.032e-06,-2.946e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
340.0,90.0,0.02447,85.387,2.0892,2.089,85.39,9.86e-06,-2.993e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
345.0,90.0,0.01161,104.23,1.2104,1.21,104.2,7.661e-06,-3.161e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
350.0,90.0,0.00455,119.85,0.54529,0.5453,119.9,6.103e-06,-2.926e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
355.0,90.0,0.00104,130.18,0.13599,0.136,130.2,-3.524e-07,-2.653e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
360.0,90.0,1e-05,133.79,0.00093079,0.0009308,133.8,-6.732e-06,-2.302e-05,3.9341,0.062135,-3.0518e-05,SPHERE,0.42,0.4095
